u,g,r,i,z,redshift,object_class
22.87331,22.00073,21.8056,21.91295,21.01137,2.514312,QSO
25.40625,23.17841,21.06421,19.86944,19.42485,0.6131481,GALAXY
17.70803,16.86243,16.56471,16.47062,16.46995,-9.345646e-05,STAR
23.95901,21.45168,20.99064,20.83455,20.90097,6.911286,QSO
24.4309,22.95058,21.31389,20.27095,19.77605,0.5478366,GALAXY
22.15212,21.42425,21.06966,20.82106,20.7823,-0.0004640585,STAR
25.71471,21.51695,19.95437,18.92081,18.34291,-0.0001741699,STAR
23.68811,21.85481,21.90396,21.91287,22.63716,0.1004046,GALAXY
20.62247,18.38973,17.12317,16.61277,16.24269,0.1721265,GALAXY
18.80469,17.87889,16.70922,16.52393,16.42376,7.298453e-05,STAR
19.69153,18.64263,18.64023,18.70114,18.74199,0.0006343368,STAR
19.68553,17.79937,16.87258,16.42319,16.08189,0.08625894,GALAXY
20.19379,19.65004,19.50993,19.23752,19.15826,1.660559,QSO
22.99467,22.31909,22.26927,21.91554,21.55455,2.193882,QSO
19.55647,17.04908,15.79155,15.41149,15.21708,7.222254e-05,STAR
20.2803,18.16158,17.0021,16.51507,16.13279,0.1474277,GALAXY
22.12993,20.74135,20.1235,19.85804,19.66027,0.0003263329,STAR
21.41549,21.08036,21.01116,20.93821,20.84792,2.243849,QSO
21.11596,20.92621,20.90037,20.53036,20.47713,1.680143,QSO
25.57998,21.88828,20.20451,18.90668,18.21088,0.0002361465,STAR
23.13099,21.30265,20.02418,19.51978,19.18561,0.2063925,GALAXY
21.04827,20.33442,20.06154,19.68011,19.44072,0.6495523,QSO
19.20665,19.02924,18.94651,18.81005,18.73394,2.002858,QSO
23.11246,21.27988,19.82714,18.73374,18.09749,5.494753e-05,STAR
22.21079,21.611,21.29607,21.15647,20.62379,1.205904,QSO
20.9914,20.84859,20.76305,20.62254,20.51745,1.742599,QSO
20.55953,20.07891,19.81676,19.84328,19.5702,0.8904685,QSO
21.1801,20.84554,21.06738,20.92476,20.56427,2.082353,QSO
20.2309,19.53041,19.25606,19.11985,19.17674,0.0002385043,STAR
17.56952,16.49843,16.1011,15.95008,15.89552,-0.0003456251,STAR
23.24596,20.45934,18.77503,18.1792,17.75048,0.323254,GALAXY
19.33337,17.26995,16.4353,16.10502,15.98227,4.765889e-05,STAR
21.42106,20.77887,20.64205,20.74926,20.4813,2.563855,QSO
26.01562,21.82757,21.68554,21.56127,22.63194,-0.0009778953,STAR
22.94493,22.95024,21.00175,19.82793,19.68298,0.5991746,GALAXY
20.23421,19.7648,19.4694,19.36135,19.21768,0.3985744,QSO
21.17766,19.91781,19.35206,19.14385,19.0099,-0.0002596845,STAR
19.93182,19.62599,19.39358,19.4688,19.27963,0.8938295,QSO
26.05977,22.60843,20.35815,19.20807,18.9106,0.6049703,GALAXY
22.00838,21.31834,21.16904,20.92708,20.38204,2.057022,QSO
18.24517,16.74076,16.16388,15.98307,15.91295,-0.0001346764,STAR
20.09251,18.51169,17.60247,17.12572,16.74699,0.1235367,GALAXY
24.80821,21.40821,19.813,19.05627,18.64773,0.4409458,GALAXY
22.59953,22.00675,21.90664,21.79351,21.4698,0.1462459,QSO
20.60497,19.81821,19.7023,19.62664,19.32055,0.1314951,GALAXY
22.66054,21.30751,21.02979,20.83916,20.64106,-0.0002373693,STAR
23.28943,23.26831,21.99218,21.24362,21.72939,1.784536,QSO
19.28437,17.91344,17.35609,17.14519,17.03763,0.0004141077,STAR
20.44708,19.01836,18.41767,18.16772,18.03079,1.615206e-05,STAR
23.05103,20.88394,20.50854,20.33455,20.11935,-0.0009194931,STAR
23.13685,21.34393,20.82246,20.52114,20.73383,3.061437,QSO
18.82284,17.42278,16.61089,16.16175,15.84508,0.08372208,GALAXY
24.48696,24.61979,24.32402,22.85962,22.63763,0.9581882,GALAXY
22.76723,21.76085,21.84689,21.91131,21.88618,2.58653,QSO
22.33915,20.9107,20.08819,19.30571,18.95686,0.6186017,GALAXY
21.28602,21.05164,20.97436,20.73718,20.52044,1.447425,QSO
19.16576,17.84907,17.38565,17.10371,16.96327,0.06981023,GALAXY
19.63187,19.31837,18.71229,18.4643,17.86199,0.3234572,QSO
20.83912,20.8756,20.67019,20.6353,20.45709,1.233171,QSO
19.28217,18.1229,17.68639,17.52104,17.48108,-2.097081e-05,STAR
22.98471,21.49065,21.35325,21.51164,21.64821,2.90731,QSO
25.91698,22.90931,21.15655,20.01778,19.65261,0.5362477,GALAXY
21.0913,20.8191,20.7464,20.32213,20.39331,1.685095,QSO
22.98515,23.87672,24.06218,20.54948,18.82747,-9.154291e-05,STAR
21.09729,21.08861,21.39245,20.85723,21.06814,1.730847,QSO
21.23509,20.99019,20.96975,20.66738,20.58421,1.606942,QSO
25.95151,21.49426,19.48006,18.84089,18.36006,0.4191039,GALAXY
24.92058,21.80365,21.36851,21.37251,21.37191,2.794811,QSO
19.65425,18.60895,18.24963,18.12466,18.08911,0.000116008,STAR
22.29555,21.06084,20.64179,20.49306,20.39002,0.5698304,QSO
22.09861,21.30625,21.39065,21.22775,20.78946,2.408119,QSO
25.29519,22.91473,20.76011,19.62199,19.13509,0.6234799,GALAXY
18.62555,18.45114,18.09384,17.91549,17.84218,1.419971,QSO
22.20875,21.90974,21.28522,21.64651,21.28707,1.245754,QSO
19.53326,18.27822,17.75143,17.56637,17.49052,0.0002195356,STAR
19.71225,16.21321,14.68173,14.03796,13.56074,0.0001948011,STAR
23.41034,22.38044,22.22089,21.7368,21.19272,1.575101,QSO
21.76532,21.59927,21.3048,20.89502,20.80955,1.444349,QSO
23.93244,23.52616,21.76399,20.50764,19.80052,0.6974787,GALAXY
19.53598,19.16282,18.59362,17.98563,17.85844,1.754125,QSO
23.14215,21.32242,19.85028,18.43711,17.65779,-7.999159e-05,STAR
22.7979,23.3234,21.11997,20.08128,19.32477,0.6013624,GALAXY
20.54699,20.44312,20.34493,20.08826,20.00609,1.879448,QSO
22.69191,22.11974,21.62565,21.09432,20.56445,1.627345,QSO
24.72828,22.21008,20.50301,19.4669,19.00187,0.9321812,QSO
22.63473,21.4226,21.34253,21.07367,20.48647,0.7790252,QSO
22.50859,21.59106,21.15108,20.6761,20.61983,1.964536,QSO
21.20313,20.50649,20.0591,19.9321,19.86786,9.646703e-05,STAR
15.90048,14.84622,14.61454,14.54825,14.57688,-2.400361e-05,STAR
19.87098,18.84439,18.61254,18.57294,18.50658,-0.0003738515,STAR
22.99186,20.74265,19.13613,18.32331,17.84309,0.0002281127,STAR
20.04021,18.65041,18.10304,17.86507,17.79806,-0.001165774,STAR
21.7909,20.96182,20.74832,20.72353,20.86749,2.76496,QSO
20.13,18.92294,18.4299,18.21877,18.10736,0.0001560234,STAR
17.87704,16.30426,15.66905,15.4069,15.27084,-0.000703995,STAR
21.49383,21.2052,21.42755,21.16493,21.04288,1.661671,QSO
21.49266,21.20683,21.10505,20.984,20.66807,2.578667,QSO
23.48268,22.46501,21.24783,20.23499,19.68759,0.6513603,GALAXY
19.31781,19.0446,18.69947,18.59372,18.15096,0.3080118,QSO
21.92996,21.89101,21.64607,21.26263,21.21016,1.734921,QSO
19.81222,19.59474,19.44647,19.1472,19.13624,1.671981,QSO
22.56968,20.92436,20.69193,20.65133,21.00264,2.975575,QSO
21.79577,21.21715,20.99569,20.97441,20.7117,-0.0007319744,STAR
23.70542,22.64066,20.96571,19.77262,19.22656,0.5612381,GALAXY
19.4571,17.49132,16.57652,16.15027,15.82684,0.08829571,GALAXY
21.6571,19.66927,18.62274,18.12666,17.8361,1.590901,QSO
20.62984,20.59718,20.31568,20.30834,20.21636,1.220385,QSO
23.96796,22.502,20.90387,20.25239,19.67853,-0.0001025572,STAR
19.34878,19.27007,18.75263,18.76237,18.60978,1.336983,QSO
25.71661,22.1597,21.17344,20.17742,19.46108,0.5181971,QSO
23.71175,20.31377,18.70932,18.10576,17.73332,0.3174797,GALAXY
19.70568,18.35052,17.8585,17.65886,17.56619,-0.0001500706,STAR
20.69787,18.58825,17.67322,17.25551,16.94012,0.09524407,GALAXY
17.9886,16.3431,15.59159,15.20008,14.86316,0.046132,GALAXY
21.99379,21.75528,21.69533,21.67848,21.95708,0.1687719,QSO
20.88021,20.58993,20.55756,20.21157,20.1946,1.731968,QSO
22.34324,21.76328,21.45912,21.32877,21.08053,1.116766,QSO
21.09086,20.93331,20.88741,20.9694,20.63648,-0.0004625047,STAR
19.73102,17.78772,16.94605,16.54293,16.21425,0.05890744,GALAXY
21.30579,19.66916,18.98693,19.07115,18.68219,1.340528e-06,STAR
19.73275,18.53492,18.36784,18.3154,18.33508,-0.000424898,STAR
18.99828,18.08507,17.85174,17.78346,17.74049,-0.000186637,STAR
25.15939,20.9278,19.22099,18.54051,18.31878,0.3529211,GALAXY
23.18906,20.81874,18.98302,18.29807,17.88813,0.3402454,GALAXY
21.39962,21.16619,20.83006,20.67053,20.2625,0.9509653,QSO
23.96713,22.21685,20.50689,19.53478,19.03066,0.4995264,GALAXY
20.71097,19.99158,19.76767,19.57995,19.19386,2.225886,QSO
23.98191,22.43766,20.81623,19.41595,19.02384,0.5877818,GALAXY
21.3124,20.13112,19.95681,19.79102,19.99354,8.340255e-05,STAR
22.86962,21.77343,21.58242,21.44073,21.40906,2.705589,QSO
20.58389,20.07363,19.98486,20.05137,19.75168,2.344635,QSO
24.19236,21.58754,22.20716,21.7436,20.3249,-0.000608518,STAR
22.23124,22.05053,21.99375,21.82759,21.13841,0.0005656002,STAR
20.44868,20.14422,19.90563,19.58587,19.08315,0.402437,QSO
20.9653,21.29581,20.98796,20.90875,20.6335,1.331918,QSO
19.68566,18.61643,18.41062,18.31506,18.32245,-1.328459e-05,STAR
20.35273,19.57133,19.23103,19.12549,19.05155,0.0004997511,STAR
19.75536,18.22708,17.31486,16.87277,16.52924,0.1498188,GALAXY
25.82337,21.81603,20.13064,19.19575,18.72845,0.4882163,GALAXY
23.27778,22.34754,22.0711,22.0795,21.32886,2.217363,QSO
20.85234,19.98981,19.60055,19.44384,19.36325,0.0,GALAXY
25.03701,22.58546,21.205,21.25162,21.5366,3.742465,QSO
20.89743,20.78184,20.73251,20.57288,20.12617,1.885637,QSO
20.04191,19.12205,18.74039,18.5929,18.55729,-3.140802e-05,STAR
18.52638,18.3119,17.87391,17.49949,17.35958,0.223316,QSO
22.82297,23.87618,22.38454,21.41692,21.06383,0.8326484,GALAXY
20.56102,18.85056,18.53157,18.39353,18.78069,-0.0006543486,STAR
21.25523,20.98767,20.61142,20.53736,20.36061,0.9577438,QSO
20.88787,20.48484,20.05053,19.90473,19.91605,1.345665,QSO
18.2413,16.97013,16.50214,16.41411,16.34989,-0.0001392305,STAR
20.3025,19.61997,19.24986,19.14243,18.83021,2.234188,QSO
25.81131,23.95051,22.40997,20.87904,19.95668,0.7199675,GALAXY
21.66367,21.1005,20.90598,20.31266,20.04099,0.675953,QSO
22.5161,22.08647,21.97803,21.56323,20.92075,0.6481102,QSO
21.94968,21.83925,21.77607,21.55512,20.82798,1.658798,QSO
20.21461,18.51908,17.58464,17.12,16.74327,0.1326268,GALAXY
23.76611,22.2942,20.58088,19.39138,19.00875,0.628391,QSO
25.7013,20.57803,18.91094,18.29798,17.88774,0.3792076,GALAXY
18.21353,17.25325,29.57186,19.39589,17.79028,0.5067396,GALAXY
22.90769,21.86191,21.77677,22.02741,21.60534,2.479061,QSO
24.55592,21.38796,20.84857,20.72937,20.75218,-0.0009272314,STAR
21.81973,20.92974,20.57434,20.48023,20.3172,-0.0006283387,STAR
20.85324,20.54345,20.59357,20.4525,20.41449,0.7114339,QSO
23.96113,22.35276,22.26366,21.81123,22.55213,0.001125413,STAR
19.29239,18.21585,17.78499,17.61617,17.54978,-0.0002010941,STAR
18.56548,16.83865,16.10917,15.83126,15.67086,-9.965371e-05,STAR
20.14833,19.8638,19.46642,19.22795,19.12147,1.47302,QSO
21.5726,22.00681,21.71324,21.13065,21.27647,2.006397,QSO
22.25758,22.23692,21.56925,21.72605,21.37504,1.162079,QSO
23.40554,22.51691,21.23327,20.38158,20.4423,0.2187875,GALAXY
22.69217,20.14156,18.81656,18.24822,17.95411,-0.0002023544,STAR
20.33916,18.27263,17.25537,16.80791,16.49717,0.1106183,GALAXY
20.02549,19.89687,19.70354,19.40178,19.23697,1.946162,QSO
20.26823,20.25616,20.14934,20.18512,20.02779,1.084429,QSO
20.62094,20.5374,20.4137,20.16136,20.29781,1.679863,QSO
20.3547,20.20079,20.14542,20.02275,19.90812,2.076655,QSO
24.09686,22.7502,22.56462,22.40566,21.26224,1.153498,QSO
19.75343,17.62951,16.64001,16.24327,16.01916,1.404274e-05,STAR
20.33523,19.36324,19.06688,18.98289,18.90323,-0.0003032459,STAR
21.7081,20.70526,20.48518,20.48271,20.31286,0.0006234522,STAR
22.02573,21.71187,21.45149,21.38046,21.43656,2.199759,QSO
19.41264,18.4849,18.17321,18.0497,17.97373,-0.0005024796,STAR
21.26397,21.05051,20.67833,20.56101,20.63451,1.15733,QSO
22.07295,21.66431,21.32784,21.38761,21.83466,0.766204,QSO
21.82252,20.91648,20.53939,20.37663,20.26831,2.831555,QSO
20.38895,18.44985,17.24433,16.77571,16.40086,0.1619486,GALAXY
23.29375,22.58976,20.4303,19.43851,18.86911,0.5700507,GALAXY
22.5569,20.85681,19.04779,18.33503,17.88865,0.358762,GALAXY
17.51242,16.10752,15.44834,15.144,14.97192,-0.0003741831,STAR
22.73734,20.9721,19.23223,18.59265,18.12981,0.3886286,GALAXY
22.11042,21.73125,21.32006,20.74447,20.94413,0.7701111,GALAXY
20.92287,18.8947,17.64981,17.14594,16.80604,0.2065872,GALAXY
21.77044,21.65017,21.13485,20.89149,20.75328,1.330359,QSO
21.67222,19.61389,18.6283,18.16345,17.89453,-0.0002367711,STAR
19.27853,17.84394,17.2698,17.09478,17.00042,-0.0001880124,STAR
20.16488,19.04967,18.59414,18.41763,18.40099,-0.0003066494,STAR
19.355,18.12644,17.68535,17.38511,17.24392,0.04751682,GALAXY
22.11101,19.30047,17.9669,17.3835,16.94589,0.2032944,GALAXY
20.04841,19.94447,19.80667,19.72047,19.48434,1.422748,QSO
22.36133,21.75193,21.48429,21.63762,21.36086,2.57102,QSO
19.56815,18.55853,18.24595,18.10394,18.04704,-0.0004077848,STAR
24.63466,22.201,20.42358,20.36374,22.27608,-4.99101e-05,STAR
24.6648,22.46943,20.71078,19.72391,19.24413,0.6140295,GALAXY
22.93027,22.23899,20.27016,19.27754,18.88013,0.5131074,GALAXY
21.84371,21.2053,21.00157,20.98541,20.86419,0.001732703,STAR
21.18374,19.98602,18.32964,17.82641,17.43013,0.2294523,GALAXY
23.0128,20.65882,19.93587,19.59736,19.36941,-0.000331181,STAR
20.69849,18.94899,18.19961,17.92909,17.7712,0.0001753478,STAR
22.10676,21.578,21.44369,21.53905,20.74751,2.237849,QSO
22.14088,19.19593,17.71722,16.99925,16.60046,-0.0006432098,STAR
20.26264,19.7069,19.74912,19.61253,19.36243,2.195293,QSO
22.7556,20.31393,18.76117,18.12348,17.6755,0.287496,GALAXY
20.97348,20.6733,20.50039,20.14482,19.917,0.5319948,QSO
23.72079,21.31722,20.67278,20.27309,20.03935,0.1880499,GALAXY
21.654,20.68243,19.30914,19.17442,18.62931,0.3213795,QSO
20.18843,19.91855,19.86069,19.8664,19.69262,0.8560019,QSO
20.67198,19.62161,19.13917,18.92502,18.82841,-0.0004122899,STAR
25.59642,21.71256,20.07578,19.19559,18.64661,3.132617e-05,STAR
21.15786,20.73629,20.59683,20.42871,20.30427,0.6608831,QSO
24.42196,22.24733,20.3939,19.50309,18.97759,0.4716266,GALAXY
21.31042,20.82396,20.71708,20.61731,20.18917,0.6900655,QSO
21.41643,21.23767,20.91314,20.83574,20.42485,1.337232,QSO
22.96063,21.63901,21.18851,21.12063,21.7621,7.200186e-05,STAR
22.96768,20.85279,19.18974,18.52382,18.16812,0.3480962,GALAXY
23.75055,19.53389,17.95979,17.40159,17.09155,0.2821692,GALAXY
26.91121,21.50083,19.71482,18.90908,18.39787,0.4564571,GALAXY
19.19057,19.36049,19.75036,19.92167,19.88998,0.0009316753,STAR
21.90905,21.60327,21.51304,21.25612,21.35397,2.661511,QSO
20.70777,19.05648,17.64769,17.1275,16.76156,0.216306,GALAXY
21.90496,20.75522,20.27907,20.12075,20.24483,-0.001097749,STAR
24.59441,21.32073,19.43598,18.85512,18.48519,0.4158715,GALAXY
23.1983,22.72988,20.48311,19.35242,18.47767,3.864637,QSO
15.61909,14.37402,13.99044,13.86217,13.88116,-1.280331e-05,STAR
18.68793,17.69126,17.41188,17.31292,17.31761,-0.0003591864,STAR
21.63182,20.70355,20.84824,20.80526,20.50005,2.35569,QSO
22.73914,20.51642,18.7751,18.16056,17.72297,0.3587239,GALAXY
20.33317,20.23701,20.15881,19.79797,19.85231,1.707705,QSO
21.55683,20.77915,20.73016,20.67426,20.3058,2.377513,QSO
19.17635,17.09169,16.16329,15.73194,15.39668,0.07975388,GALAXY
26.54952,24.42463,21.50993,20.39153,19.32575,0.6829231,GALAXY
25.6517,21.6741,20.00132,19.12149,18.5076,0.4845429,GALAXY
21.4401,20.99399,20.48629,20.44436,20.35165,1.141012,QSO
21.27675,21.10771,20.79166,20.75477,20.75014,1.081614,QSO
23.41171,21.51734,21.15907,20.98868,20.95674,-0.000127045,STAR
21.53648,19.45956,19.07665,18.81855,18.72719,3.008166,QSO
23.90986,22.08852,20.49985,18.25294,17.07578,-4.649034e-05,STAR
20.20241,18.12257,17.22763,16.90044,16.73371,-9.033845e-05,STAR
23.03926,22.54082,22.43281,22.12872,21.62466,2.326986,QSO
21.36867,21.15645,20.80594,20.86201,21.48966,1.161036,QSO
24.37628,22.49267,20.67025,19.73835,19.15121,0.5841125,GALAXY
21.58119,21.01757,21.06899,21.06158,20.44623,0.4475759,QSO
21.30847,18.67899,17.60739,17.21997,17.01813,9.393728e-07,STAR
23.53161,22.70996,20.61656,19.69146,19.16356,0.4971526,GALAXY
18.70291,16.77467,15.7684,15.24826,14.82092,0.06267291,GALAXY
20.58862,18.07773,16.67098,15.5348,14.94816,-0.0001349155,STAR
20.91479,20.81359,20.83489,20.58902,20.7529,1.579011,QSO
23.9875,21.98323,20.87238,20.76511,21.53372,0.2679686,GALAXY
18.08044,15.66898,14.6823,14.32961,14.15984,2.861097e-05,STAR
19.39556,17.6174,16.61543,16.10698,15.79794,0.1097441,QSO
20.38499,19.87762,19.69306,19.51063,19.3342,0.7894934,QSO
19.75438,18.99161,18.38976,17.24355,16.48719,0.0002843858,STAR
24.20778,21.91569,21.53602,21.1949,20.88289,2.574552,QSO
18.89286,18.84963,18.68955,18.53499,18.56768,1.440527,QSO
21.4297,21.28766,21.08053,20.93809,20.84086,0.9406387,QSO
24.95692,22.08802,20.27052,19.5078,19.18438,-0.0003961513,STAR
22.51854,21.65659,20.76975,19.63076,18.95404,0.0001980865,STAR
24.16106,22.82705,21.52538,20.94249,20.86316,0.399781,GALAXY
23.34021,22.08636,20.78507,19.65512,18.99018,0.6310255,GALAXY
24.13896,22.64357,20.56261,19.28407,19.0566,0.6604735,GALAXY
20.84647,20.2834,20.14435,20.23768,20.05649,2.480243,QSO
21.91181,21.25241,20.77796,20.24381,20.01718,1.855098,QSO
22.18523,21.46829,21.44332,21.48667,21.33613,0.0001228218,STAR
20.24328,18.14182,17.01628,16.53196,16.18316,0.1396936,GALAXY
22.96247,22.1779,21.42437,21.10577,20.92801,0.3102157,GALAXY
26.58529,23.38025,21.48418,20.35836,19.59246,0.6553221,GALAXY
26.36857,21.99324,20.26249,19.244,18.6134,0.5030277,GALAXY
21.75291,21.58005,21.08938,20.42518,20.1363,1.924299,QSO
22.22861,21.80352,21.57803,21.50568,21.6751,2.272849,QSO
20.627,19.61112,19.3234,19.34346,19.04947,-0.0009259652,STAR
20.7093,20.43235,20.45846,20.2951,19.99882,2.116999,QSO
18.17766,18.01129,18.35353,18.66503,18.94136,-0.0001218934,STAR
23.40248,21.87592,20.71402,19.85578,19.11199,0.5575888,GALAXY
23.13525,21.95394,21.67586,22.02995,21.11739,2.574934,QSO
20.46951,20.35724,20.11524,20.20552,20.52355,1.140338,QSO
21.93482,21.4313,21.69821,21.41973,21.24243,2.160858,QSO
18.71379,17.42196,16.91794,16.71807,16.66062,-0.0001503953,STAR
19.04331,18.4292,18.3433,18.35181,18.22502,2.653586,QSO
20.76897,20.32369,20.39599,20.16985,19.85887,0.7907876,QSO
17.30058,15.89566,15.39958,15.24513,15.20838,-6.085714e-05,STAR
21.5844,21.15813,21.11641,20.75954,21.00206,0.6046085,QSO
24.77806,18.16537,16.79949,16.24518,16.62501,0.1273339,GALAXY
21.47851,20.82824,20.92166,20.99283,20.94591,2.484883,QSO
20.508,19.0854,18.56041,18.3658,18.27794,-0.0002998783,STAR
20.12121,18.97314,19.04206,19.14615,19.24327,-3.263653e-05,STAR
21.54266,20.8616,20.76802,20.56815,20.09437,2.206371,QSO
26.66278,22.21072,20.38531,19.35704,18.835,0.5767837,GALAXY
23.31106,23.24253,22.14112,20.72923,19.9173,0.997308,QSO
22.51688,21.90377,21.80726,21.82983,21.49312,2.572739,QSO
22.41409,22.04872,21.59497,20.94858,20.92558,1.887453,QSO
22.1801,20.86097,20.0331,20.02253,19.49129,-0.0003666318,STAR
23.97732,22.017,20.29193,19.3729,18.78988,0.6415089,QSO
27.59699,21.69423,19.99374,19.01532,18.41511,0.5447098,GALAXY
21.43354,19.90133,18.28411,17.6814,17.26582,0.2959755,GALAXY
22.19774,21.89113,21.92625,21.7394,21.4215,2.005224,QSO
22.35096,22.11968,22.09878,21.84855,21.90107,1.473067,QSO
21.23944,20.96312,20.68241,20.50635,20.68747,1.48583,QSO
27.27319,24.53626,21.706,20.43192,19.68349,0.6089386,GALAXY
27.07874,22.13592,19.80677,18.93491,18.56259,0.4540687,GALAXY
22.53432,21.56485,21.61284,21.39304,21.24554,-0.0001385639,STAR
23.50884,20.36472,19.77965,19.6061,19.44168,-0.0006323842,STAR
20.1844,17.88341,16.91648,16.59068,16.4017,0.000118795,STAR
18.71289,18.5209,18.38854,18.34522,18.10878,0.258242,QSO
21.15672,21.04647,20.74612,20.75639,20.57413,1.227256,QSO
22.73182,22.11997,21.46218,20.78185,20.45438,0.7339051,GALAXY
23.25232,21.56426,21.51531,21.6968,22.31661,2.836864,QSO
25.14453,21.34839,20.6768,20.41301,20.39275,-5.247872e-05,STAR
20.51557,20.34819,20.26655,20.1766,20.18608,1.552612,QSO
21.50154,21.84579,21.23023,21.27461,21.53758,1.157449,QSO
23.29001,23.25451,20.99697,19.96663,19.74393,0.5755773,GALAXY
18.87989,17.72792,17.28006,17.00543,16.86886,0.06839744,GALAXY
19.56997,17.54825,16.74544,16.43493,16.25419,2.851682e-05,STAR
25.95984,21.734,19.8709,19.11826,18.65065,0.4416319,GALAXY
25.0091,23.40173,21.3493,20.22588,19.90422,0.4628609,GALAXY
19.77387,18.25682,17.4576,17.04674,16.73458,0.1037572,GALAXY
18.24527,16.45742,15.58302,15.15188,14.8653,0.06368332,GALAXY
20.75314,20.78734,20.42881,20.46617,20.3762,1.169749,QSO
22.10455,21.93566,21.585,21.52212,20.71733,1.5317,QSO
21.29316,21.44837,21.40256,21.41803,21.27804,1.935645,QSO
25.18484,23.22338,21.30643,20.22513,19.57213,0.6039285,GALAXY
21.17717,20.12501,19.7872,19.74331,19.60019,2.678239e-05,STAR
20.02884,18.86617,18.88789,18.96103,19.0202,0.0007342494,STAR
20.66963,20.24804,20.33873,20.11358,19.72551,2.207695,QSO
21.60641,21.13716,21.11108,21.14014,20.86725,2.350848,QSO
20.25972,20.12839,20.24246,19.88532,19.90129,1.752079,QSO
22.47337,22.03537,21.80382,21.72107,21.81018,2.344218,QSO
18.17988,17.14783,17.08466,17.11119,17.14034,-0.0006588322,STAR
22.77825,22.5001,20.52603,19.48431,19.11759,0.5109043,GALAXY
25.14038,21.30487,20.13201,19.8184,19.38431,3.555977,QSO
19.3707,17.96994,17.42312,17.21217,17.15436,0.0002530364,STAR
18.83662,17.69491,17.2074,16.93991,16.84053,0.08389615,GALAXY
21.95846,20.95638,20.6401,20.61965,20.47585,0.0001062009,STAR
22.19854,21.43339,21.10796,21.04301,20.65284,0.0001181906,STAR
22.98436,21.55493,20.36782,19.51107,19.23689,0.595186,GALAXY
22.47367,22.03489,22.15997,21.4872,21.79658,2.163006,QSO
18.83949,18.52384,18.19347,18.10509,18.05982,1.138449,QSO
21.4264,21.26255,21.0104,20.8279,20.55224,1.515103,QSO
23.36043,21.62433,21.52365,21.36592,21.54978,7.109576e-05,STAR
22.84793,22.15388,22.30899,20.85244,20.01032,0.9315537,GALAXY
20.81122,18.18485,16.977,16.48823,16.21345,-9.160556e-06,STAR
25.12336,22.91398,21.62087,20.3198,19.60043,-0.0003531402,STAR
22.89766,22.52567,20.94165,19.92525,19.42281,0.560572,GALAXY
23.72216,22.27202,20.55074,19.63042,19.08113,0.502337,GALAXY
24.87475,21.46662,21.23361,21.25702,20.94838,2.921865,QSO
18.97813,17.73516,16.93514,16.41398,16.14439,0.1270937,QSO
20.7552,19.35739,18.61854,18.17132,18.00686,0.1471456,GALAXY
19.82817,17.93468,16.83578,16.37233,16.02473,0.144608,GALAXY
19.2428,18.0373,18.00462,18.02625,18.0896,-0.0001474606,STAR
19.54858,19.37297,18.9815,18.88143,18.47266,0.3349596,QSO
21.8194,21.31425,20.87806,20.48782,20.15203,1.650496,QSO
19.7015,18.75282,18.45731,18.38928,18.35637,0.0001896987,STAR
21.48288,21.3747,21.46237,21.24629,21.15542,1.518514,QSO
22.23666,21.2492,21.20569,21.24423,21.28803,2.404076,QSO
21.32999,19.2804,17.89814,17.39946,17.06776,0.2077194,GALAXY
21.5095,21.28516,21.43628,21.11342,20.91574,1.710747,QSO
20.13422,18.11393,17.09345,16.68965,16.28883,0.1044019,GALAXY
21.58724,19.19323,17.78003,17.25783,16.97561,0.224231,GALAXY
21.62439,20.19685,18.58735,17.98318,17.65178,0.2919104,GALAXY
18.37669,17.24918,16.85709,16.61979,16.42954,0.03437416,GALAXY
24.8389,25.55936,21.76235,20.67823,19.88448,0.617835,GALAXY
19.10778,18.49405,18.23284,18.188,17.94367,0.8570675,QSO
24.29175,22.24503,20.62108,19.65731,19.06638,0.5823166,GALAXY
21.21303,20.68423,20.39974,20.25654,19.93514,2.537252,QSO
20.562,19.58819,19.25187,19.10924,19.11226,-0.0008048682,STAR
20.97605,20.73313,20.5359,20.31946,20.35275,1.625225,QSO
19.57201,18.1958,17.63343,17.43241,17.3175,0.0002550583,STAR
23.1323,21.67029,19.74356,19.02727,18.37116,0.4001656,GALAXY
20.48041,20.21326,19.91939,20.04627,19.85171,0.9213601,QSO
21.86583,20.68811,19.52805,19.0893,18.68463,0.4862472,GALAXY
22.87536,21.81254,21.72627,21.7049,21.80081,1.836408,QSO
24.43147,21.9843,20.3926,19.14789,18.4292,0.0001863111,STAR
20.66461,20.1544,19.99736,19.95367,19.80753,2.223236,QSO
21.60864,20.83037,20.19159,19.80105,19.39364,2.765541,QSO
23.63351,22.25066,21.7809,21.13337,21.49525,0.7966725,GALAXY
16.43946,15.54226,15.20029,15.06798,15.00593,-0.0001504354,STAR
23.09275,22.16633,21.61309,21.32921,21.30391,3.160289,QSO
21.95916,21.76881,21.49622,21.0917,20.59962,1.632169,QSO
17.40803,16.47108,16.1489,16.03222,15.98885,-0.0008192191,STAR
22.10999,21.85275,22.00247,21.53516,20.7081,0.9863877,GALAXY
19.30764,17.99605,17.51226,17.21298,17.00362,0.08960048,GALAXY
22.03339,21.80531,21.5775,21.53036,20.94755,1.395578,QSO
21.89082,21.45706,21.27173,21.18303,20.61029,1.96025,QSO
25.62378,21.50666,21.31978,20.94243,21.03649,3.202472,QSO
